"City";"IRIS";"Cluster_H";"Cluster_LU"
"Bordeaux";335500108;1;2
"Bordeaux";335500109;2;2
"Bordeaux";335500110;2;2
"Clermont-Ferrand";630140101;1;1
"Clermont-Ferrand";630140102;1;2
"Clermont-Ferrand";630140103;1;3
"Clermont-Ferrand";630140104;1;3
"Clermont-Ferrand";630140105;3;4
"Clermont-Ferrand";630190000;3;4
"Clermont-Ferrand";630320101;1;2
"Clermont-Ferrand";630320102;1;3
"Clermont-Ferrand";630320103;1;2
"Clermont-Ferrand";630320104;1;1
"Clermont-Ferrand";630320105;1;2
"Clermont-Ferrand";630420000;3;4
"Clermont-Ferrand";630630101;3;2
"Clermont-Ferrand";630630102;3;2
"Clermont-Ferrand";630630103;1;2
"Clermont-Ferrand";630630104;3;3
"Clermont-Ferrand";630690101;1;2
"Clermont-Ferrand";630690103;1;4
"Clermont-Ferrand";630700101;3;4
"Clermont-Ferrand";630700102;3;4
"Clermont-Ferrand";630750101;1;1
"Clermont-Ferrand";630750102;1;1
"Clermont-Ferrand";630750103;1;1
"Clermont-Ferrand";630750104;1;2
"Clermont-Ferrand";630750105;1;3
"Clermont-Ferrand";630750106;1;2
"Clermont-Ferrand";630750107;1;2
"Clermont-Ferrand";630750108;1;1
"Clermont-Ferrand";630990000;3;4
"Clermont-Ferrand";631130102;2;3
"Clermont-Ferrand";631130201;1;3
"Clermont-Ferrand";631130202;1;1
"Clermont-Ferrand";631130301;1;1
"Clermont-Ferrand";631130302;2;1
"Clermont-Ferrand";631130401;1;1
"Clermont-Ferrand";631130402;1;1
"Clermont-Ferrand";631130403;1;1
"Clermont-Ferrand";631130501;2;1
"Clermont-Ferrand";631130601;3;2
"Clermont-Ferrand";631130602;2;2
"Clermont-Ferrand";631130701;2;1
"Clermont-Ferrand";631130802;2;3
"Clermont-Ferrand";631130901;1;1
"Clermont-Ferrand";631130902;1;1
"Clermont-Ferrand";631131001;1;1
"Clermont-Ferrand";631131101;1;2
"Clermont-Ferrand";631131201;1;1
"Clermont-Ferrand";631131301;1;3
"Clermont-Ferrand";631131401;1;1
"Clermont-Ferrand";631131404;1;1
"Clermont-Ferrand";631131405;1;3
"Clermont-Ferrand";631131501;1;3
"Clermont-Ferrand";631131502;1;2
"Clermont-Ferrand";631131601;1;1
"Clermont-Ferrand";631131701;1;3
"Clermont-Ferrand";631131702;1;1
"Clermont-Ferrand";631131801;1;2
"Clermont-Ferrand";631131802;1;2
"Clermont-Ferrand";631131803;2;3
"Clermont-Ferrand";631131901;3;2
"Clermont-Ferrand";631131902;2;4
"Clermont-Ferrand";631131903;2;2
"Clermont-Ferrand";631132001;1;2
"Clermont-Ferrand";631132002;1;3
"Clermont-Ferrand";631132003;1;4
"Clermont-Ferrand";631132101;1;1
"Clermont-Ferrand";631132201;1;3
"Clermont-Ferrand";631132202;1;3
"Clermont-Ferrand";631132301;1;1
"Clermont-Ferrand";631132401;3;3
"Clermont-Ferrand";631132501;3;4
"Clermont-Ferrand";631240101;1;2
"Clermont-Ferrand";631240102;1;2
"Clermont-Ferrand";631240103;1;2
"Clermont-Ferrand";631240104;1;3
"Clermont-Ferrand";631240105;3;4
"Clermont-Ferrand";631240106;1;2
"Clermont-Ferrand";631240107;1;2
"Clermont-Ferrand";631240108;1;2
"Clermont-Ferrand";631410000;3;4
"Clermont-Ferrand";631640101;3;4
"Clermont-Ferrand";631640102;3;3
"Clermont-Ferrand";631640103;3;4
"Clermont-Ferrand";631640104;3;1
"Clermont-Ferrand";631640105;3;4
"Clermont-Ferrand";631640106;1;2
"Clermont-Ferrand";631930101;1;2
"Clermont-Ferrand";631930102;3;4
"Clermont-Ferrand";631930103;1;4
"Clermont-Ferrand";631930104;1;2
"Clermont-Ferrand";631930105;1;4
"Clermont-Ferrand";632540000;2;4
"Clermont-Ferrand";632630000;3;4
"Clermont-Ferrand";632720000;1;2
"Clermont-Ferrand";632840101;3;3
"Clermont-Ferrand";632840102;3;4
"Clermont-Ferrand";632840103;3;4
"Clermont-Ferrand";632840104;3;4
"Clermont-Ferrand";633070101;3;4
"Clermont-Ferrand";633070102;3;2
"Clermont-Ferrand";633070103;3;4
"Clermont-Ferrand";633080000;3;4
"Clermont-Ferrand";633450000;3;4
"Dijon";210030000;3;4
"Dijon";211050000;3;4
"Dijon";211060000;3;4
"Dijon";211660101;2;2
"Dijon";211660102;2;2
"Dijon";211660103;2;2
"Dijon";211660104;2;2
"Dijon";211660105;3;4
"Dijon";211660106;3;2
"Dijon";211660107;2;2
"Dijon";211669801;3;3
"Dijon";211669802;2;3
"Dijon";211710101;2;3
"Dijon";211710102;2;4
"Dijon";211710103;2;2
"Dijon";211710104;2;4
"Dijon";211710199;3;4
"Dijon";211920000;3;4
"Dijon";212230000;3;4
"Dijon";212310101;2;1
"Dijon";212310102;2;3
"Dijon";212310103;2;1
"Dijon";212310201;2;1
"Dijon";212310202;2;1
"Dijon";212310301;2;1
"Dijon";212310302;3;1
"Dijon";212310303;3;1
"Dijon";212310304;2;2
"Dijon";212310305;2;1
"Dijon";212310401;2;3
"Dijon";212310402;2;1
"Dijon";212310403;2;2
"Dijon";212310404;2;3
"Dijon";212310501;2;2
"Dijon";212310502;2;2
"Dijon";212310503;1;2
"Dijon";212310601;2;3
"Dijon";212310701;2;2
"Dijon";212310702;1;2
"Dijon";212310703;2;2
"Dijon";212310704;3;4
"Dijon";212310801;2;3
"Dijon";212310802;3;2
"Dijon";212310803;3;2
"Dijon";212310804;3;3
"Dijon";212310901;3;3
"Dijon";212311001;3;2
"Dijon";212311002;2;2
"Dijon";212311003;3;2
"Dijon";212311004;3;2
"Dijon";212311005;2;2
"Dijon";212311006;2;2
"Dijon";212311101;3;2
"Dijon";212311201;3;2
"Dijon";212311202;3;2
"Dijon";212311203;3;2
"Dijon";212311204;3;2
"Dijon";212311301;3;3
"Dijon";212311302;2;3
"Dijon";212311303;2;2
"Dijon";212311401;3;2
"Dijon";212311402;2;2
"Dijon";212311501;3;2
"Dijon";212311502;3;2
"Dijon";212311503;3;2
"Dijon";212311601;3;2
"Dijon";212311602;3;2
"Dijon";212311603;3;2
"Dijon";212311604;3;1
"Dijon";212311701;3;2
"Dijon";212311702;3;3
"Dijon";212311703;2;3
"Dijon";212311704;2;2
"Dijon";212311801;2;2
"Dijon";212311802;2;2
"Dijon";212311803;2;3
"Dijon";212311804;1;1
"Dijon";212312001;3;2
"Dijon";212312002;3;2
"Dijon";212312003;3;2
"Dijon";212319801;3;3
"Dijon";212319802;3;3
"Dijon";212319803;2;3
"Dijon";212319804;2;3
"Dijon";212319901;3;2
"Dijon";212630000;3;4
"Dijon";212700000;3;4
"Dijon";212780101;2;4
"Dijon";212780102;3;2
"Dijon";212780103;3;2
"Dijon";212780104;3;2
"Dijon";212780199;1;3
"Dijon";213150000;3;4
"Dijon";213550101;3;2
"Dijon";213550102;3;4
"Dijon";213550103;3;2
"Dijon";213550501;3;3
"Dijon";213700000;3;4
"Dijon";213900101;3;2
"Dijon";213900102;3;4
"Dijon";213909801;3;4
"Dijon";214730000;3;4
"Dijon";214810000;3;4
"Dijon";214850000;3;4
"Dijon";215150101;3;4
"Dijon";215150102;3;2
"Dijon";215150103;2;3
"Dijon";215150104;2;2
"Dijon";215150199;3;3
"Dijon";215400101;3;2
"Dijon";215400102;3;2
"Dijon";215400198;3;4
"Dijon";215400199;3;4
"Dijon";216050000;3;4
"Dijon";216170101;3;2
"Dijon";216170102;3;2
"Dijon";216170103;3;3
"Dijon";216170104;3;2
"Dijon";216170105;2;2
"Dijon";216170106;3;4
"Grenoble";380570000;4;4
"Grenoble";380590000;4;4
"Grenoble";380680000;4;4
"Grenoble";380710000;4;4
"Grenoble";381110101;4;4
"Grenoble";381110102;4;2
"Grenoble";381110103;4;4
"Grenoble";381260000;4;4
"Grenoble";381500101;4;4
"Grenoble";381500102;4;4
"Grenoble";381510101;3;2
"Grenoble";381510102;4;3
"Grenoble";381510103;3;2
"Grenoble";381510104;3;2
"Grenoble";381510201;3;3
"Grenoble";381510202;3;3
"Grenoble";381510203;3;2
"Grenoble";381510301;3;3
"Grenoble";381510302;3;1
"Grenoble";381510303;3;3
"Grenoble";381510304;3;3
"Grenoble";381510305;3;2
"Grenoble";381510306;3;2
"Grenoble";381510401;4;4
"Grenoble";381510402;3;2
"Grenoble";381580101;4;4
"Grenoble";381580102;3;3
"Grenoble";381580103;3;2
"Grenoble";381690101;3;1
"Grenoble";381690102;3;2
"Grenoble";381690103;3;2
"Grenoble";381690104;3;2
"Grenoble";381690105;3;1
"Grenoble";381690106;3;2
"Grenoble";381690107;3;2
"Grenoble";381690108;3;2
"Grenoble";381690109;3;2
"Grenoble";381690110;3;3
"Grenoble";381690111;4;3
"Grenoble";381690112;4;4
"Grenoble";381700000;4;4
"Grenoble";381790101;3;4
"Grenoble";381790102;3;4
"Grenoble";381850101;3;3
"Grenoble";381850102;3;3
"Grenoble";381850103;3;3
"Grenoble";381850104;3;1
"Grenoble";381850105;3;1
"Grenoble";381850106;3;1
"Grenoble";381850107;3;1
"Grenoble";381850108;3;1
"Grenoble";381850109;3;1
"Grenoble";381850110;3;1
"Grenoble";381850111;3;3
"Grenoble";381850201;3;4
"Grenoble";381850202;3;4
"Grenoble";381850203;3;1
"Grenoble";381850204;3;1
"Grenoble";381850205;3;1
"Grenoble";381850206;3;1
"Grenoble";381850207;3;1
"Grenoble";381850208;3;3
"Grenoble";381850209;3;3
"Grenoble";381850210;3;2
"Grenoble";381850211;3;1
"Grenoble";381850212;3;3
"Grenoble";381850213;3;3
"Grenoble";381850214;3;1
"Grenoble";381850215;3;3
"Grenoble";381850216;3;3
"Grenoble";381850301;4;3
"Grenoble";381850302;3;1
"Grenoble";381850303;3;1
"Grenoble";381850304;3;1
"Grenoble";381850305;3;3
"Grenoble";381850306;3;2
"Grenoble";381850307;3;2
"Grenoble";381850308;3;2
"Grenoble";381850309;3;2
"Grenoble";381850310;3;3
"Grenoble";381850311;3;2
"Grenoble";381850401;3;1
"Grenoble";381850402;3;1
"Grenoble";381850403;3;1
"Grenoble";381850404;3;1
"Grenoble";381850405;3;3
"Grenoble";381850406;3;3
"Grenoble";381850407;3;3
"Grenoble";381850408;3;3
"Grenoble";381850409;3;2
"Grenoble";381850410;1;2
"Grenoble";381850411;3;3
"Grenoble";381850412;3;3
"Grenoble";381850413;3;3
"Grenoble";381850414;3;3
"Grenoble";381850501;3;2
"Grenoble";381850502;3;2
"Grenoble";381850503;1;3
"Grenoble";381850504;1;2
"Grenoble";381850505;1;2
"Grenoble";381850506;3;3
"Grenoble";381850507;3;2
"Grenoble";381850601;3;3
"Grenoble";381850602;3;2
"Grenoble";381850603;3;3
"Grenoble";381850604;3;2
"Grenoble";381850605;3;2
"Grenoble";381850606;3;2
"Grenoble";381850607;3;2
"Grenoble";381850608;3;3
"Grenoble";381850609;3;2
"Grenoble";381850610;3;2
"Grenoble";381850611;3;3
"Grenoble";381870000;4;4
"Grenoble";381880000;4;4
"Grenoble";382000000;4;4
"Grenoble";382290101;4;2
"Grenoble";382290102;3;2
"Grenoble";382290201;3;2
"Grenoble";382290202;3;2
"Grenoble";382290203;3;2
"Grenoble";382290301;4;2
"Grenoble";382290302;4;2
"Grenoble";382290401;3;3
"Grenoble";382290402;4;3
"Grenoble";382290403;4;3
"Grenoble";382290404;3;4
"Grenoble";382350000;4;4
"Grenoble";382520000;3;4
"Grenoble";382580000;4;4
"Grenoble";382710000;4;4
"Grenoble";382770000;4;4
"Grenoble";382790000;3;4
"Grenoble";382810000;4;4
"Grenoble";383090000;4;4
"Grenoble";383170101;1;3
"Grenoble";383170102;1;2
"Grenoble";383170103;1;3
"Grenoble";383170104;1;2
"Grenoble";383170105;3;4
"Grenoble";383170106;1;3
"Grenoble";383170107;3;3
"Grenoble";383250000;4;4
"Grenoble";383280000;4;4
"Grenoble";383640000;4;4
"Grenoble";383820101;3;3
"Grenoble";383820102;3;2
"Grenoble";383820103;3;3
"Grenoble";383820104;3;2
"Grenoble";383820105;3;2
"Grenoble";383820201;3;4
"Grenoble";383820202;4;2
"Grenoble";383820203;4;2
"Grenoble";383880000;4;4
"Grenoble";384210101;3;2
"Grenoble";384210102;2;3
"Grenoble";384210103;2;2
"Grenoble";384210201;3;2
"Grenoble";384210202;3;3
"Grenoble";384210301;3;3
"Grenoble";384210302;3;2
"Grenoble";384210401;3;2
"Grenoble";384210402;3;2
"Grenoble";384210501;4;4
"Grenoble";384210502;2;2
"Grenoble";384210601;3;2
"Grenoble";384210602;3;3
"Grenoble";384210603;3;3
"Grenoble";384230101;3;3
"Grenoble";384230102;3;4
"Grenoble";384360000;4;4
"Grenoble";384450000;3;4
"Grenoble";384710000;3;4
"Grenoble";384720000;3;4
"Grenoble";384740101;4;4
"Grenoble";384740102;3;3
"Grenoble";384740103;4;4
"Grenoble";384740104;3;2
"Grenoble";384780000;4;4
"Grenoble";384850101;3;2
"Grenoble";384850102;4;2
"Grenoble";384850103;4;3
"Grenoble";384850104;4;2
"Grenoble";384850105;4;4
"Grenoble";384850106;4;4
"Grenoble";384860101;3;2
"Grenoble";384860102;4;2
"Grenoble";384860103;4;4
"Grenoble";385160101;4;4
"Grenoble";385160102;3;3
"Grenoble";385240101;3;2
"Grenoble";385240102;4;4
"Grenoble";385280000;4;4
"Grenoble";385290000;4;4
"Grenoble";385330000;4;4
"Grenoble";385400000;4;4
"Grenoble";385450101;4;4
"Grenoble";385450102;4;4
"Grenoble";385620101;1;4
"Grenoble";385620102;1;2
"Grenoble";385620103;3;4
"Lille";590050000;4;4
"Lille";590090101;2;3
"Lille";590090102;3;2
"Lille";590090103;3;2
"Lille";590090104;4;4
"Lille";590090201;3;3
"Lille";590090202;3;2
"Lille";590090203;4;3
"Lille";590090204;4;2
"Lille";590090206;4;3
"Lille";590090207;4;2
"Lille";590090301;4;2
"Lille";590090303;3;2
"Lille";590090304;3;2
"Lille";590090305;3;3
"Lille";590090306;4;3
"Lille";590090401;4;3
"Lille";590090402;4;4
"Lille";590090403;4;2
"Lille";590090404;4;2
"Lille";590090405;4;4
"Lille";590090501;4;2
"Lille";590090502;4;2
"Lille";590090504;4;2
"Lille";590090505;4;2
"Lille";590090601;4;3
"Lille";590090602;4;2
"Lille";590090603;4;2
"Lille";590090701;2;3
"Lille";590090703;3;3
"Lille";590090704;3;3
"Lille";590090705;3;3
"Lille";590110101;4;4
"Lille";590110102;4;4
"Lille";590110103;4;4
"Lille";590130000;4;4
"Lille";590170101;3;3
"Lille";590170102;3;3
"Lille";590170103;3;3
"Lille";590170201;3;3
"Lille";590170202;3;2
"Lille";590170301;3;2
"Lille";590170303;2;2
"Lille";590170304;3;3
"Lille";590170305;3;1
"Lille";590170401;3;3
"Lille";590170402;2;1
"Lille";590170403;3;2
"Lille";590250000;3;4
"Lille";590440000;3;4
"Lille";590510101;4;2
"Lille";590510102;4;4
"Lille";590520101;4;2
"Lille";590520102;4;4
"Lille";590560000;4;4
"Lille";590880000;4;4
"Lille";590900101;3;2
"Lille";590900102;4;4
"Lille";590900103;3;2
"Lille";590900104;3;2
"Lille";590980000;3;4
"Lille";591060000;4;4
"Lille";591280000;4;4
"Lille";591330000;4;4
"Lille";591430102;4;4
"Lille";591430103;4;4
"Lille";591430104;3;2
"Lille";591460000;4;2
"Lille";591520101;3;4
"Lille";591520102;3;3
"Lille";591520201;1;2
"Lille";591520202;3;4
"Lille";591520203;4;4
"Lille";591630101;3;2
"Lille";591630102;3;3
"Lille";591630104;3;2
"Lille";591630201;3;2
"Lille";591630202;3;1
"Lille";591630203;3;2
"Lille";591630204;3;1
"Lille";591630301;3;2
"Lille";591630302;2;2
"Lille";591730000;4;4
"Lille";591930000;4;4
"Lille";591950000;4;4
"Lille";591960000;4;4
"Lille";592010000;4;4
"Lille";592020000;3;4
"Lille";592080000;4;4
"Lille";592200101;4;3
"Lille";592200102;4;2
"Lille";592200103;4;2
"Lille";592200201;3;3
"Lille";592200202;4;4
"Lille";592200203;4;2
"Lille";592200204;4;2
"Lille";592200205;4;2
"Lille";592470000;4;4
"Lille";592500000;4;4
"Lille";592520000;4;4
"Lille";592560000;4;4
"Lille";592570000;4;4
"Lille";592750000;4;4
"Lille";592780000;4;4
"Lille";592790101;2;3
"Lille";592790102;3;4
"Lille";592790103;3;4
"Lille";592790201;2;3
"Lille";592790202;2;2
"Lille";592790203;2;1
"Lille";592790301;2;2
"Lille";592790302;2;2
"Lille";592790303;3;4
"Lille";592810000;4;4
"Lille";592860101;3;2
"Lille";592860102;3;2
"Lille";592860201;2;2
"Lille";592860202;3;3
"Lille";592860203;3;4
"Lille";592860204;3;4
"Lille";592990101;3;2
"Lille";592990102;3;2
"Lille";592990103;3;2
"Lille";592990201;4;2
"Lille";592990202;4;2
"Lille";592990203;4;4
"Lille";592990204;3;4
"Lille";592990301;3;2
"Lille";592990302;3;2
"Lille";592990303;3;2
"Lille";593030000;4;4
"Lille";593160000;4;4
"Lille";593170101;3;3
"Lille";593170102;4;4
"Lille";593170103;4;4
"Lille";593200000;4;4
"Lille";593280101;3;4
"Lille";593280102;3;2
"Lille";593280103;3;2
"Lille";593280201;4;2
"Lille";593280202;2;2
"Lille";593280203;3;2
"Lille";593280301;3;2
"Lille";593280302;3;2
"Lille";593280403;3;2
"Lille";593280405;3;2
"Lille";593280501;3;3
"Lille";593280502;3;2
"Lille";593320000;3;2
"Lille";593390101;4;2
"Lille";593390102;4;4
"Lille";593390103;4;4
"Lille";593430101;4;4
"Lille";593430105;3;2
"Lille";593460000;4;3
"Lille";593500101;1;3
"Lille";593500104;1;1
"Lille";593500105;1;1
"Lille";593500106;3;3
"Lille";593500107;1;3
"Lille";593500108;1;1
"Lille";593500109;1;1
"Lille";593500110;3;1
"Lille";593500111;3;1
"Lille";593500112;1;1
"Lille";593500113;2;3
"Lille";593500114;2;3
"Lille";593500115;2;3
"Lille";593500116;3;1
"Lille";593500117;3;3
"Lille";593500118;2;1
"Lille";593500119;2;1
"Lille";593500201;1;3
"Lille";593500202;1;1
"Lille";593500203;1;1
"Lille";593500204;1;1
"Lille";593500205;1;1
"Lille";593500206;1;1
"Lille";593500207;1;3
"Lille";593500302;1;1
"Lille";593500303;1;1
"Lille";593500304;1;1
"Lille";593500305;1;1
"Lille";593500306;1;2
"Lille";593500307;3;2
"Lille";593500308;1;2
"Lille";593500309;1;3
"Lille";593500310;1;3
"Lille";593500401;3;3
"Lille";593500402;2;1
"Lille";593500403;2;3
"Lille";593500404;2;1
"Lille";593500405;1;1
"Lille";593500406;1;1
"Lille";593500407;1;1
"Lille";593500408;2;3
"Lille";593500409;2;1
"Lille";593500410;2;1
"Lille";593500501;2;3
"Lille";593500502;2;1
"Lille";593500503;2;3
"Lille";593500504;3;3
"Lille";593500506;2;1
"Lille";593500507;3;2
"Lille";593500508;2;3
"Lille";593500601;3;2
"Lille";593500602;3;2
"Lille";593500603;3;3
"Lille";593500604;3;3
"Lille";593500701;3;3
"Lille";593500702;3;1
"Lille";593500703;3;2
